original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
Rabbit-Proof Fence,en,2.128211,['English'],"['Adventure', 'Drama', 'Action', 'History']","['Showtime Australia', 'Australian Film Finance Corporation (AFFC)', 'Rumbalara Films', 'Olsen Levy']",['Australia']
Who's Your Caddy?,en,2.881239,['English'],['Comedy'],"['The Weinstein Company', 'Dimension Films', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America']
Split Second,en,4.857028,['English'],"['Thriller', 'Action', 'Horror', 'Science Fiction', 'Crime']","['Entertainment', 'Muse Productions', 'Challenge Film Corporation', 'XYZ Funding N.V.']",['United Kingdom']
The Other Side of Heaven,en,2.206097,"['English', '']","['Action', 'Adventure', 'Drama', 'Family']",['3Mark Entertainment'],['United States of America']
Veer-Zaara,hi,3.721858,['हिन्दी'],"['Drama', 'Romance']",['Yash Raj Films'],['India']
Redbelt,en,5.091253,['English'],['Drama'],['Sony Pictures Classics'],['United States of America']
Cyrus,en,15.212569,"['English', 'Polski']","['Comedy', 'Drama', 'Romance']",['Scott Free Productions'],['United States of America']
A Dog Of Flanders,en,0.838938,['English'],"['Drama', 'Family']",[],[]
Auto Focus,en,7.051521,['English'],"['Drama', 'Crime']","['Sony Pictures Classics', 'Propaganda Films', 'Good Machine']",['United States of America']
Factory Girl,en,11.400229,"['English', 'Français', 'Slovenčina']",['Drama'],"['The Weinstein Company', 'L.I.F.T. Production', 'Holly Wiersma Productions']",['United States of America']
We Need to Talk About Kevin,en,21.276864,['English'],"['Drama', 'Thriller']","['BBC Films', 'Oscilloscope Laboratories']","['United Kingdom', 'United States of America']"
The Christmas Candle,en,1.799504,['English'],"['Drama', 'Family']","['Impact Productions LLC', 'Pinewood Studios', 'Big Book Media', 'EchoLight Studios']","['United Kingdom', 'United States of America']"
The Mighty Macs,en,2.932784,['English'],"['Action', 'Drama']",[],['United States of America']
Losin' It,en,2.550045,"['English', 'Español']",['Comedy'],"['Tijuana Productions', 'Tiberius Film Productions']","['Canada', 'United States of America']"
Mother and Child,en,5.517597,['English'],"['Drama', 'Romance']","['Mockingbird Pictures', 'Everest Entertainment']","['Spain', 'United States of America']"
March or Die,en,3.829937,['English'],"['Action', 'Adventure', 'Drama', 'War']","['Associated General Films', 'Sir Lew Grade']",['United Kingdom']
Les visiteurs,fr,8.893676,['Français'],"['Fantasy', 'Comedy', 'Science Fiction']","['Canal Plus', 'Gaumont International', 'France 3 Cinema']",['France']
Somewhere,en,9.590373,"['English', 'Italiano']","['Comedy', 'Drama']","['American Zoetrope', 'Focus Features', 'Pathé!', 'Tohokushinsha']",['United States of America']
I Hope They Serve Beer in Hell,en,7.155519,['English'],"['Comedy', 'Drama']",[],[]
Chairman of the Board,en,0.587276,['English'],['Comedy'],['101st Street Films'],['United States of America']
Hesher,en,13.635828,['English'],['Drama'],"['DRO Entertainment', 'The Last Picture Company', 'CatchPlay', 'Corner Store Entertainment', 'Filmula', 'Handsomecharlie Films', 'American Work', 'Dreamagine Entertainment']",['United States of America']
Dom Hemingway,en,10.416332,['English'],"['Comedy', 'Crime', 'Drama']","['BBC Films', 'Isle of Man Film Commission', 'Recorded Picture Company (RPC)', 'Pinewood Studios']",['United Kingdom']
Gerry,en,5.038953,['English'],"['Mystery', 'Drama', 'Adventure']","['Epsilon Motion Pictures', 'Tango Films', 'My Cactus']","['United States of America', 'Argentina']"
The Heart of Me,en,1.498245,"['English', 'Français']","['Drama', 'Romance']",['British Broadcasting Corporation (BBC)'],"['Germany', 'United Kingdom']"
Freeheld,en,8.184588,['English'],"['Romance', 'Drama']","['Double Feature Films', 'Endgame Entertainment', 'High Frequency Entertainment']",['United States of America']
The Extra Man,en,2.26778,['English'],['Comedy'],"['Wild Bunch', 'Likely Story', 'Tax Credit Finance', '3 Arts Entertainment']","['France', 'United States of America']"
Трудно быть богом,ru,3.120016,['Pусский'],"['Drama', 'Science Fiction']","['Lenfilm Studio', 'Sever Studio', 'Kanal Russia 1']",['Russia']
Ca$h,en,8.207425,"['English', 'Français']","['Crime', 'Thriller', 'Comedy']","['Immortal Thoughts', 'Three Good Men']",['United States of America']
Wah-Wah,en,2.356244,['English'],['Drama'],"['Reeleyes Film', 'Wah Film Productions Ltd.', 'Scion Films', 'Loma Nasha']","['United Kingdom', 'South Africa', 'France']"
The Boondock Saints,en,34.917447,"['English', 'Español']","['Action', 'Thriller', 'Crime']","['Franchise Pictures', 'Brood Syndicate', 'B.D.S. Productions Inc.']","['Canada', 'United States of America']"
Z 風暴,cn,0.542814,['广州话 / 廣州話'],"['Crime', 'Thriller']",['Pegasus Motion Pictures'],"['China', 'Hong Kong']"
Twixt,en,5.060656,['English'],"['Horror', 'Thriller']",['American Zoetrope'],['United States of America']
Снежная королева,ru,5.33861,['Pусский'],"['Animation', 'Fantasy']",['Bazelevs Production'],['Russia']
Alpha and Omega: The Legend of the Saw Tooth Cave,en,1.874783,['English'],"['Family', 'Animation', 'Comedy', 'Adventure']","['Crest Animation Production', 'LionsGate']",['United States of America']
Pale Rider,en,14.574995,['English'],"['Romance', 'Western']","['Warner Bros.', 'Malpaso Company']",['United States of America']
Stargate: The Ark of Truth,en,8.591387,['English'],"['Adventure', 'Science Fiction']","['Metro-Goldwyn-Mayer (MGM)', 'Kawoosh! Productions DTV I']","['Canada', 'United States of America']"
Dazed and Confused,en,26.181753,['English'],"['Comedy', 'Drama']","['Gramercy Pictures', 'Alphaville Productions', 'The Criterion Collection']",['United States of America']
High School Musical 2,en,21.01755,['English'],"['Comedy', 'Drama', 'Family', 'Music']",['Disney Channel'],['United States of America']
Two Lovers and a Bear,en,3.139294,['English'],"['Drama', 'Romance']",[],[]
Criminal Activities,en,6.665164,['English'],"['Thriller', 'Crime', 'Drama']","['NeeNee Productions', 'Capacity Pictures', 'May Day Movies']",['United States of America']
Aimee & Jaguar,de,2.832628,['Deutsch'],"['Drama', 'History', 'Romance']",[],['Germany']
The Chumscrubber,en,3.528643,['English'],"['Comedy', 'Drama']","['Lawrence Bender Productions', 'El Camino Pictures', 'Go Fish Pictures']","['Germany', 'United States of America']"
Shade,en,4.665309,['English'],"['Action', 'Thriller', 'Crime']","['Cobalt Media Group', 'Judgement Pictures', 'Hammond Entertainment']",['United States of America']
House at the End of the Street,en,25.613197,['English'],"['Horror', 'Thriller']","['A Bigger Boat', 'Relativity Media', 'FilmNation Entertainment']",['United States of America']
Incendies,fr,21.285206,"['Français', 'العربية', 'English']","['Drama', 'War', 'Mystery']","['TS Productions', 'Micro scope', 'Phi Group']","['Canada', 'France']"
Ricordati di me,it,4.240495,"['English', 'Français', 'Italiano']","['Drama', 'Comedy', 'Romance']","['Fandango', 'Medusa Film', 'Tele+', 'Vice Versa Film']",['Italy']
Perrier’s Bounty,en,3.810943,['English'],"['Action', 'Comedy', 'Crime', 'Drama']","['Premiere Picture', 'Irish Film Board', 'Parallel Film Productions']","['Ireland', 'United Kingdom']"
Tropa de Elite,pt,23.604936,['Português'],"['Drama', 'Action', 'Crime']","['The Weinstein Company', 'Zazen Produções', 'Estúdios Mega', 'Quanta Centro de Produções Cinematográficas', 'Costa Films', 'Posto 9', 'Feijão Filmes', 'Universal Pictures do Brasil']",['Brazil']
Annabelle,en,60.225219,['English'],['Horror'],"['New Line Cinema', 'The Safran Company', 'Evergreen Media Group', 'RatPac-Dune Entertainment']",['United States of America']
Bran Nue Dae,en,0.050456,[],"['Comedy', 'Drama', 'Foreign', 'Romance']",[],[]
Boyz n the Hood,en,17.705671,['English'],"['Crime', 'Drama']",['Columbia Pictures Corporation'],['United States of America']
La Bamba,en,6.847099,['English'],"['Drama', 'Music']","['Columbia Pictures Corporation', 'New Visions Pictures']",['United States of America']
The Four Seasons,en,8.067702,['English'],"['Comedy', 'Drama', 'Romance']",['Universal Pictures'],['United States of America']
Dressed to Kill,en,11.208769,['English'],"['Horror', 'Mystery', 'Thriller']","['Filmways Pictures', 'Cinema 77 Films']",['United States of America']
The Adventures of Huck Finn,en,2.163683,"['English', 'Français', 'Deutsch', 'Pусский']","['Action', 'Adventure', 'Drama', 'Family']",['Walt Disney Pictures'],['United States of America']
Go,en,11.142389,['English'],"['Crime', 'Comedy', 'Thriller']",['Columbia Pictures'],['United States of America']
Friends with Money,en,11.885221,['English'],"['Comedy', 'Drama', 'Romance']",['Sony Pictures'],['United States of America']
The Andromeda Strain,en,12.524953,['English'],"['Science Fiction', 'Thriller']",['Universal Pictures'],['United States of America']
Bats,en,1.537859,['English'],"['Horror', 'Thriller']",['Destination Films'],['United States of America']
Nirgendwo in Afrika,de,3.481517,"['English', 'Deutsch', 'Kiswahili']",['Drama'],"['MTM Cineteve', 'Bavaria Film', 'Constantin Film Produktion', 'Media Cooperation One']",['Germany']
Shame,en,40.688426,['English'],['Drama'],"['HanWay Films', 'UK Film Council', 'Alliance Films', 'See-Saw Films', 'Film4', 'Lipsync Productions']",['United Kingdom']
Layer Cake,en,24.0034,"['English', 'Română']","['Drama', 'Thriller', 'Crime']","['Sony Pictures Classics', 'Marv Films']",['United Kingdom']
The Work and the Glory II: American Zion,en,2.639106,['English'],['Drama'],[],['United States of America']
The East,en,16.574756,['English'],"['Drama', 'Thriller']",['Scott Free Productions'],"['United Kingdom', 'United States of America']"
A Home at the End of the World,en,5.483531,['English'],"['Romance', 'Drama']","['Killer Films', 'Hart-Sharp Entertainment']",['United States of America']
Aberdeen,en,1.068819,['English'],"['Drama', 'Comedy', 'Foreign']",['Filmfabriken Baltic Sea AB'],"['United Kingdom', 'Norway', 'Sweden']"
The Messenger,en,8.432401,"['English', 'Español']","['Drama', 'History']",['Oscilloscope Laboratories'],['United States of America']
Tracker,en,2.074295,['English'],"['Action', 'Drama', 'Thriller', 'Adventure']","['T.H.E. Films', 'Phoenix Wiley', 'Eden Films']","['New Zealand', 'United Kingdom']"
Control,en,11.357474,['English'],['Drama'],"['Becker International', 'Claraflora', 'EM Media', 'NorthSee', 'Weinstein Company, The']","['Japan', 'United Kingdom', 'United States of America', 'Australia']"
The Terminator,en,74.234793,['English'],"['Action', 'Thriller', 'Science Fiction']","['Orion Pictures', 'Pacific Western', 'Hemdale Film', 'Cinema 84', 'Euro Film Funding']","['United Kingdom', 'United States of America']"
"Good bye, Lenin!",de,11.086001,['Deutsch'],"['Comedy', 'Drama', 'Romance']","['WDR', 'Arte', 'X-Filme Creative Pool']",['Germany']
The Damned United,en,13.409125,['English'],['Drama'],"['BBC Films', 'Columbia Pictures Corporation', 'Screen Yorkshire', 'Left Bank Pictures', 'Screen Yorkshire Production Fund']",['United Kingdom']
The Return of the Living Dead,en,14.961629,['English'],"['Comedy', 'Horror']","['Hemdale Film Corporation', 'Fox Films Ltd.', 'Cinema 84']",['United States of America']
Mallrats,en,16.139771,['English'],"['Romance', 'Comedy']","['Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']",['United States of America']
Grease,en,67.608041,['English'],['Romance'],"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",['United States of America']
Platoon,en,49.802914,"['English', 'Tiếng Việt']","['Drama', 'War', 'Action']","['Orion Pictures', 'Hemdale Film Corporation']","['United Kingdom', 'United States of America']"
Fahrenheit 9/11,en,16.20985,"['العربية', 'English']",['Documentary'],"['BIM Distribuzione', 'Fellowship Adventure Group']",['United States of America']
Butch Cassidy and the Sundance Kid,en,24.499996,"['English', 'Español']","['History', 'Drama', 'Western', 'Crime']","['Twentieth Century Fox Film Corporation', 'Campanile Productions', 'Newman-Foreman Productions']",['United States of America']
Mary Poppins,en,59.961523,['English'],"['Comedy', 'Family', 'Fantasy']",['Walt Disney Productions'],['United States of America']
Ordinary People,en,12.541983,['English'],['Drama'],"['Paramount Pictures', 'Wildwood Enterprises']",['United States of America']
West Side Story,en,23.431117,['English'],"['Crime', 'Drama', 'Music']","['United Artists', 'Seven Arts', 'Mirisch Pictures']",['United States of America']
Caddyshack,en,15.929648,['English'],['Comedy'],"['Orion Pictures', 'Warner Bros.']",['United States of America']
The Brothers,en,3.029944,['English'],"['Comedy', 'Drama', 'Romance']",[],['United States of America']
The Wood,en,5.537646,['English'],"['Comedy', 'Drama', 'Romance']",['MTV Films'],['United States of America']
The Usual Suspects,en,64.025031,"['Español', 'English', 'Français', 'Magyar']","['Drama', 'Crime', 'Thriller']","['Blue Parrot Productions', 'Bad Hat Harry Productions']",['United States of America']
A Nightmare on Elm Street 5: The Dream Child,en,12.654051,['English'],"['Horror', 'Thriller']",['New Line Cinema'],['United States of America']
National Lampoon’s Van Wilder,en,35.108498,['English'],"['Comedy', 'Romance']","['Tapestry Films', 'Artisan Entertainment']",['United States of America']
The Wrestler,en,40.196514,['English'],"['Drama', 'Romance']","['Saturn Films', 'Wild Bunch', 'Protozoa Pictures', 'Top Rope']",['United States of America']
Duel in the Sun,en,7.60445,['English'],['Western'],"['The Selznik Studio', 'Vanguard Films']",['United States of America']
Best in Show,en,10.982255,['English'],['Comedy'],['Castle Rock Entertainment'],['United States of America']
Escape from New York,en,24.351305,['English'],"['Science Fiction', 'Action']","['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']",['United States of America']
School Daze,en,3.159574,['English'],"['Comedy', 'Drama']","['Columbia Pictures', '40 Acres & A Mule Filmworks']",['United States of America']
Daddy Day Camp,en,12.601677,['English'],"['Comedy', 'Family']","['Revolution Studios', 'TriStar Pictures']",['United States of America']
一個好人,cn,7.077505,"['普通话', '广州话 / 廣州話', 'English']","['Crime', 'Action', 'Comedy']",['Golden Harvest Company'],"['Australia', 'Hong Kong']"
A Mighty Wind,en,4.053017,['English'],"['Comedy', 'Music']",['Castle Rock Entertainment'],['United States of America']
Mystic Pizza,en,6.379933,"['English', 'Français']","['Comedy', 'Drama', 'Romance']","['Night Light Films', 'The Samuel Goldwyn Company']",['United States of America']
Sliding Doors,en,15.639016,['English'],"['Comedy', 'Drama', 'Fantasy', 'Romance']","['Paramount Pictures', 'Miramax Films', 'Intermedia Films', 'Mirage Enterprises']","['United Kingdom', 'United States of America']"
Tales from the Hood,en,3.89204,['English'],"['Crime', 'Horror', 'Thriller']","['40 Acres & A Mule Filmworks', 'Savoy Pictures']",['United States of America']
The Last King of Scotland,en,26.286954,"['English', 'Français', 'Deutsch', 'Kiswahili']",['Drama'],"['Fox Searchlight Pictures', 'Cowboy Films', 'DNA Films', 'Scottish Screen', 'UK Film Council', 'Filmfour', 'Slate Films', 'Tatfilm']","['United Kingdom', 'Germany', 'United States of America']"
Halloween 5: The Revenge of Michael Myers,en,8.008844,['English'],"['Horror', 'Thriller']",['Trans Pacific Films'],['United States of America']
Bernie,en,12.68514,['English'],"['Comedy', 'Crime', 'Drama']","['Castle Rock Entertainment', 'Horsethief Pictures', 'Mandalay Vision', 'Wind Dancer Productions', 'Detour Filmproduction']",['United States of America']
